"index"	"authorship"	"citation"	"title"	"year"	"journal"	"DOI"	"https"	"whether_included"	"criteria1"	"criteria2"	"criteria3"	"theme"	"subtheme"	"scenarios"	"model_type"	"model_name"	"time_horizon"	"database"	"preagg_region"	"postagg_region"	"included_regions"	"preagg_comm"	"postagg_comm"	"whether_coupled"	"coupled_model_type"	"coupled_model_name"	"coupled_sect"	"type_coupling"	"method_coupling"	"software"	"solver"	"whether_sensitivity"
484	"Takeuchi F."	"(Takeuchi 2011)"	"The role of production fragmentation in international business cycle synchronization in East Asia"	2011	"Journal of Asian Economics"	"10.1016/j.asieco.2011.07.003"	"https://doi.org/10.1016/j.asieco.2011.07.003"	"No"	"Yes"	"Ambiguous"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
485	"Tyers R., Zhang Y."	"(Tyers and Zhang, 2011)"	"Appreciating the Renminbi"	2011	"World Economy"	"10.1111/j.1467-9701.2010.01319.x"	"https://doi.org/10.1111/j.1467-9701.2010.01319.x"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
486	"Akay G.H."	"(Akay 2012)"	"Trade and factor returns: Empirical evidence from U.S. economy"	2012	"International Review of Economics and Finance"	"10.1016/j.iref.2011.05.005"	"https://doi.org/10.1016/j.iref.2011.05.005"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
487	"Bas M."	"(Bas 2012)"	"Technology Adoption, Export Status, and Skill Upgrading: Theory and Evidence"	2012	"Review of International Economics"	"10.1111/j.1467-9396.2012.01024.x"	"https://doi.org/10.1111/j.1467-9396.2012.01024.x"	"No"	"Yes"	"Ambiguous"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
488	"Beghin J., Melatos M."	"(Beghin and Melatos, 2012)"	"The Trade and Welfare Impacts of Australian Quarantine Policies: The Case of Pigmeat"	2012	"World Economy"	"10.1111/j.1467-9701.2012.01459.x"	"https://doi.org/10.1111/j.1467-9701.2012.01459.x"	"No"	"Yes"	"Ambiguous"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
489	"Behrens K., Murata Y."	"(Behrens and Murata, 2012)"	"Globalization and individual gains from trade"	2012	"Journal of Monetary Economics"	"10.1016/j.jmoneco.2012.10.010"	"https://doi.org/10.1016/j.jmoneco.2012.10.010"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
490	"Burniaux J.-M., Martins J.O."	"(Burniaux and Martins, 2012)"	"Carbon leakages: A general equilibrium view"	2012	"Economic Theory"	"10.1007/s00199-010-0598-y"	"https://doi.org/10.1007/s00199-010-0598-y"	"No"	"Yes"	"Ambiguous"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
491	"Cheng W., Zhang D."	"(Cheng and Zhang, 2012)"	"A monetary model of China-US trade relations"	2012	"Economic Modelling"	"10.1016/j.econmod.2011.10.002"	"https://doi.org/10.1016/j.econmod.2011.10.002"	"No"	"Yes"	"Ambiguous"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
492	"Corcos G., Del Gatto M., Mion G., Ottaviano G.I."	"(Corcos et al., 2012)"	"Productivity and Firm Selection: Quantifying the 'New' Gains from Trade"	2012	"Economic Journal"	"10.1111/j.1468-0297.2011.02487.x"	"https://doi.org/10.1111/j.1468-0297.2011.02487.x"	"No"	"No"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
493	"Das M., Das S.K."	"(Das and Das, 2012)"	"A cap-and-trade model of international trade"	2012	"Review of European Studies"	"10.5539/res.v4n2p2"	"https://doi.org/10.5539/res.v4n2p2"	"No"	"Yes"	"Ambiguous"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
494	"Evans M.D.D., Lyons R.K."	"(Evans and Lyons, 2012)"	"Exchange Rate Fundamentals and Order Flow"	2012	"Quarterly Journal of Finance"	"10.1142/S2010139212500188"	"https://doi.org/10.1142/S2010139212500188"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
495	"Haidar J.I."	"(Haidar 2012)"	"Currency crisis transmission through international trade"	2012	"Economic Modelling"	"10.1016/j.econmod.2011.09.001"	"https://doi.org/10.1016/j.econmod.2011.09.001"	"No"	"Yes"	"No"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
496	"Hassler J., Krusell P."	"(Hassler and Krusell, 2012)"	"Economics and climate change: Integrated assessment in a multi-region world"	2012	"Journal of the European Economic Association"	"10.1111/j.1542-4774.2012.01082.x"	"https://doi.org/10.1111/j.1542-4774.2012.01082.x"	"No"	"Yes"	"No"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
497	"Leoni P.L."	"(Leoni 2012)"	"Rational expectations and monopolistic trades"	2012	"Journal of Economics/ Zeitschrift fur Nationalokonomie"	"10.1007/s00712-012-0279-3"	"https://doi.org/10.1007/s00712-012-0279-3"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
498	"Li C., Whalley J."	"(Li and Whalley, 2012)"	"Rebalancing and the Chinese VAT: Some numerical simulation results"	2012	"China Economic Review"	"10.1016/j.chieco.2011.12.002"	"https://doi.org/10.1016/j.chieco.2011.12.002"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
499	"Lutz S., Pezzino M."	"(Lutz and Pezzino, 2012)"	"International Strategic Choice of Minimum Quality Standards and Welfare"	2012	"Journal of Common Market Studies"	"10.1111/j.1468-5965.2011.02241.x"	"https://doi.org/10.1111/j.1468-5965.2011.02241.x"	"No"	"Yes"	"No"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
500	"Marschinski R., Flachsland C., Jakob M."	"(Marschinski et al., 2012)"	"Sectoral linking of carbon markets: A trade-theory analysis"	2012	"Resource and Energy Economics"	"10.1016/j.reseneeco.2012.05.005"	"https://doi.org/10.1016/j.reseneeco.2012.05.005"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
501	"Olwert C., Guldmann J.-M."	"(Olwert and Guldmann, 2012)"	"A computable general equilibrium model of the city: Impacts of technology, zoning, and trade"	2012	"Environment and Planning A"	"10.1068/a43606"	"https://doi.org/10.1068/a43606"	"No"	"Yes"	"No"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
502	"Raad R."	"(Raad 2012)"	"Existence of an equilibrium for infinite horizon economies with and without complete information"	2012	"Journal of Mathematical Economics"	"10.1016/j.jmateco.2012.06.001"	"https://doi.org/10.1016/j.jmateco.2012.06.001"	"No"	"Yes"	"Ambiguous"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
503	"Reilly J.M."	"(Reilly 2012)"	"Green growth and the efficient use of natural resources"	2012	"Energy Economics"	"10.1016/j.eneco.2012.08.033"	"https://doi.org/10.1016/j.eneco.2012.08.033"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
504	"Ricci O."	"(Ricci 2012)"	"Providing adequate economic incentives for bioenergies with CO 2 capture and geological storage"	2012	"Energy Policy"	"10.1016/j.enpol.2012.01.066"	"https://doi.org/10.1016/j.enpol.2012.01.066"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
505	"Rumánková L., Maier T., Mach J., Čechura L., Křístková Z., Malý M., Malá Z., Hálová P."	"(Rumánková et al., 2012)"	"Simulations at Czech poultry market"	2012	"Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis"	"10.11118/actaun201260040327"	"https://doi.org/10.11118/actaun201260040327"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
506	"Sahoo A., ten Raa T."	"(Sahoo and ten Raa, 2012)"	"Wage-productivity differentials and Indian economic efficiency"	2012	"Economic Modelling"	"10.1016/j.econmod.2011.11.002"	"https://doi.org/10.1016/j.econmod.2011.11.002"	"No"	"Yes"	"Yes"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
507	"Walker R."	"(Walker 2012)"	"The scale of forest transition: Amazonia and the Atlantic forests of Brazil"	2012	"Applied Geography"	"10.1016/j.apgeog.2010.10.010"	"https://doi.org/10.1016/j.apgeog.2010.10.010"	"No"	"Yes"	"Ambiguous"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
508	"Whalley J."	"(Whalley 2012)"	"External sector rebalancing and endogenous trade imbalance models"	2012	"Contemporary Economics"	"10.5709/ce.1897-9254.64"	"https://doi.org/10.5709/ce.1897-9254.64"	"No"	"Yes"	"Ambiguous"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
509	"Wieck C., Schlüter S.W., Britz W."	"(Wieck et al., 2012)"	"Assessment of the Impact of Avian Influenza-related Regulatory Policies on Poultry Meat Trade and Welfare"	2012	"World Economy"	"10.1111/j.1467-9701.2012.01461.x"	"https://doi.org/10.1111/j.1467-9701.2012.01461.x"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
510	"Akay G.H., Dogan C."	"(Akay and Dogan, 2013)"	"The effect of labor supply changes on output: Empirical evidence from US industries"	2013	"Journal of Productivity Analysis"	"10.1007/s11123-012-0290-2"	"https://doi.org/10.1007/s11123-012-0290-2"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
511	"Atkin D."	"(Atkin 2013)"	"Trade, tastes, and nutrition in india"	2013	"American Economic Review"	"10.1257/aer.103.5.1629"	"https://doi.org/10.1257/aer.103.5.1629"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
512	"Bhattarai K., Mallick S."	"(Bhattarai and Mallick, 2013)"	"Impact of China's currency valuation and labour cost on the US in a trade and exchange rate model"	2013	"North American Journal of Economics and Finance"	"10.1016/j.najef.2013.03.001"	"https://doi.org/10.1016/j.najef.2013.03.001"	"No"	"Yes"	"Ambiguous"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
513	"Bröcker J., Korzhenevych A."	"(Bröcker and Korzhenevych, 2013)"	"Forward looking dynamics in spatial CGE modelling"	2013	"Economic Modelling"	"10.1016/j.econmod.2012.11.031"	"https://doi.org/10.1016/j.econmod.2012.11.031"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
514	"Coeurdacier N., Rey H."	"(Coeurdacier and Rey, 2013)"	"Home bias in open economy financial macroeconomics"	2013	"Journal of Economic Literature"	"10.1257/jel.51.1.63"	"https://doi.org/10.1257/jel.51.1.63"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
515	"Kim T.-J., Hewings G.J.D."	"(Kim and Hewings, 2013)"	"Inter-regional endogenous growth under the impacts of demographic changes"	2013	"Applied Economics"	"10.1080/00036846.2012.709603"	"https://doi.org/10.1080/00036846.2012.709603"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
516	"Lemelin A., Robichaud V., Decaluwé B."	"(Lemelin et al., 2013)"	"Endogenous current account balances in a world CGE model with international financial assets"	2013	"Economic Modelling"	"10.1016/j.econmod.2013.01.046"	"https://doi.org/10.1016/j.econmod.2013.01.046"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
517	"Nguyen T.T.H., Corson M.S., Doreau M., Eugène M., Van Der Werf H.M.G."	"(Nguyen et al., 2013)"	"Consequential LCA of switching from maize silage-based to grass-based dairy systems"	2013	"International Journal of Life Cycle Assessment"	"10.1007/s11367-013-0605-1"	"https://doi.org/10.1007/s11367-013-0605-1"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
518	"Northway S., Bull G.Q., Nelson J.D."	"(Northway et al., 2013)"	"Forest sector partial equilibrium models: Processing components"	2013	"Forest Science"	"10.5849/forsci.11-156"	"https://doi.org/10.5849/forsci.11-156"	"No"	"Yes"	"Yes"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
519	"Péridy N., Ghoneim A."	"(Péridy and Ghoneim, 2013)"	"Middle East and North African integration: Through the lens of Non-Tariff Measures"	2013	"Journal of Economic Integration"	"10.11130/jei.2013.28.4.580"	"https://doi.org/10.11130/jei.2013.28.4.580"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
520	"Pflüger M., Russek S."	"(Pflüger and Russek, 2013)"	"Business Conditions and Exit Risks Across Countries"	2013	"Open Economies Review"	"10.1007/s11079-013-9277-5"	"https://doi.org/10.1007/s11079-013-9277-5"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
521	"Rattsø J., Stokke H.E."	"(Rattsø and Stokke, 2013)"	"Trade, Skill Biased Technical Change and Wage Inequality in South Africa"	2013	"Review of International Economics"	"10.1111/roie.12045"	"https://doi.org/10.1111/roie.12045"	"No"	"Yes"	"Ambiguous"	"Ambiguous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
522	"Rodrigues M."	"(Rodrigues 2013)"	"Short Run and Long Run in Trade Models: A Note"	2013	"EconomiA"	"10.1016/j.econ.2013.08.008"	"https://10.1016/j.econ.2013.08.008"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
523	"Zhang W., Yu E.A., Rozelle S., Yang J., Msangi S."	"(Zhang et al., 2013)"	"The impact of biofuel growth on agriculture: Why is the range of estimates so wide?"	2013	"Food Policy"	"10.1016/j.foodpol.2012.12.002"	"https://doi.org/10.1016/j.foodpol.2012.12.002"	"No"	"No"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
524	"Arto I., Rueda-Cantuche J.M., Peters G.P."	"(Arto et al., 2014)"	"Comparing the GTAP-MRIO and WIOD Databases for Carbon Footprint Analysis"	2014	"Economic Systems Research"	"10.1080/09535314.2014.939949"	"https://doi.org/10.1080/09535314.2014.939949"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
525	"Bandyopadhyay S., Chambers D., Munemo J."	"(Bandyopadhyay et al., 2014)"	"Foreign Aid, Illegal Immigration, and Host Country Welfare"	2014	"Review of Development Economics"	"10.1111/rode.12090"	"https://doi.org/10.1111/rode.12090"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
526	"Crinò R., Epifani P."	"(Crinò and Epifani, 2014)"	"Trade imbalances, export structure and wage inequality"	2014	"Economic Journal"	"10.1111/ecoj.12134"	"https://doi.org/10.1111/ecoj.12134"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
527	"Dalin C., Hanasaki N., Qiu H., Mauzerall D.L., Rodriguez-Iturbe I."	"(Dalin et al., 2014)"	"Water resources transfers through Chinese interprovincial and foreign food trade"	2014	"Proceedings of the National Academy of Sciences of the United States of America"	"10.1073/pnas.1404749111"	"https://doi.org/10.1073/pnas.1404749111"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
528	"Dedu V., Stoica T."	"(Dedu and Stoica, 2014)"	"The impact of monetary policy on the romanian economy"	2014	"Romanian Journal of Economic Forecasting"	""	"http://www.ipe.ro/rjef/rjef2_14/rjef2_2014p71-86.pdf"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
529	"Feng Y., Wang X., Ye M."	"(Feng et al., 2014)"	"The effect of financial openness on international financial risk contagion based on DSGE model"	2014	"Journal of Chemical and Pharmaceutical Research"	""	"https://doi.org/"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
530	"Jouini N., Rebei N."	"(Jouini and Rebei, 2014)"	"The welfare implications of services liberalization in a developing country"	2014	"Journal of Development Economics"	"10.1016/j.jdeveco.2013.07.016"	"https://doi.org/10.1016/j.jdeveco.2013.07.016"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
531	"Mabugu R., Chitiga Mabugu M."	"(Mabugu and Chitiga Mabugu, 2014)"	"Can trade liberalisation in South Africa reduce poverty and inequality while boosting economic growth? Macro-micro reflections"	2014	"Development Southern Africa"	"10.1080/0376835X.2013.871197"	"https://doi.org/10.1080/0376835X.2013.871197"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
532	"Mitchener K.J., Yan S."	"(Mitchener and Yan, 2014)"	"GLOBALIZATION, TRADE, AND WAGES: WHAT DOES HISTORY TELL US ABOUT CHINA?"	2014	"International Economic Review"	"10.1111/iere.12044"	"https://doi.org/10.1111/iere.12044"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
533	"Monge J.J., Bryant H.L., Anderson D.P."	"(Monge et al., 2014)"	"DEVELOPMENT OF REGIONAL SOCIAL ACCOUNTING MATRICES WITH DETAILED AGRICULTURAL LAND RENT DATA AND IMPROVED VALUE-ADDED COMPONENTS FOR THE USA"	2014	"Economic Systems Research"	"10.1080/09535314.2014.889663"	"https://doi.org/10.1080/09535314.2014.889663"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
534	"Mukherjee S."	"(Mukherjee 2014)"	"Liberalisation and jobless growth in developing economy"	2014	"Journal of Economic Integration"	"10.11130/jei.2014.29.3.450"	"https://doi.org/10.11130/jei.2014.29.3.450"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
535	"Ngalawa H."	"(Ngalawa 2014)"	"Trade reforms, macroeconomic performance and welfare in Malawi"	2014	"Mediterranean Journal of Social Sciences"	"10.5901/mjss.2014.v5n3p307"	"https://doi.org/10.5901/mjss.2014.v5n3p307"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
536	"Wu S., Li S."	"(Wu and Li, 2014)"	"Measurement of embodied CO2 emissions and decomposition of influencing factors in foreign trade: A case study of China"	2014	"Journal of Environmental Accounting and Management"	"10.5890/JEAM.2014.09.005"	"https://doi.org/10.5890/JEAM.2014.09.005"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
537	"Aizaki H."	"(Aizaki 2015)"	"Examining substitution patterns between domestic and imported agricultural products for broccoli, kiwifruit, rice and apples in Japan"	2015	"Japan Agricultural Research Quarterly"	"10.6090/jarq.49.143"	"https://doi.org/10.6090/jarq.49.143"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
538	"Balasko Y."	"(Balasko 2015)"	"Wealth concerns and equilibrium"	2015	"Journal of Mathematical Economics"	"10.1016/j.jmateco.2015.04.001"	"https://doi.org/10.1016/j.jmateco.2015.04.001"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
539	"Baldini A., Benes J., Berg A., Dao M.C., Portillo R.A."	"(Baldini et al., 2015)"	"Monetary policy in low income countries in the face of the global crisis: A structural analysis"	2015	"Pacific Economic Review"	"10.1111/1468-0106.12098"	"https://doi.org/10.1111/1468-0106.12098"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
540	"Bergstrand J.H., Larch M., Yotov Y.V."	"(Bergstrand et al., 2015)"	"Economic integration agreements, border effects, and distance elasticities in the gravity equation"	2015	"European Economic Review"	"10.1016/j.euroecorev.2015.06.003"	"https://doi.org/10.1016/j.euroecorev.2015.06.003"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
541	"Britz W., Pérez-Dominguez I., Narayanan G.B."	"(Britz et al., 2015)"	"Analyzing results from agricultural large-scale economic simulation models: Recent progress and the way ahead"	2015	"German Journal of Agricultural Economics"	""	"https://econpapers.repec.org/RePEc:ags:gjagec:270175"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
542	"Cacciatore M., Ghironi F., Stebunovs V."	"(Cacciatore et al., 2015)"	"The domestic and international effects of interstate U.S. banking"	2015	"Journal of International Economics"	"10.1016/j.jinteco.2014.12.001"	"https://doi.org/10.1016/j.jinteco.2014.12.001"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
543	"De Ville F., Siles-Brügge G."	"(De Ville and Siles-Brügge, 2015)"	"The Transatlantic Trade and Investment Partnership and the Role of Computable General Equilibrium Modelling: An Exercise in ‘Managing Fictional Expectations’"	2015	"New Political Economy"	"10.1080/13563467.2014.983059"	"https://doi.org/10.1080/13563467.2014.983059"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
544	"Egger P.H., Nigai S."	"(Egger and Nigai, 2015)"	"Structural gravity with dummies only: Constrained ANOVA-type estimation of gravity models"	2015	"Journal of International Economics"	"10.1016/j.jinteco.2015.05.004"	"https://doi.org/10.1016/j.jinteco.2015.05.004"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
545	"Giljum S., Bruckner M., Martinez A."	"(Giljum et al., 2015)"	"Material footprint assessment in a global input-output framework"	2015	"Journal of Industrial Ecology"	"10.1111/jiec.12214"	"https://doi.org/10.1111/jiec.12214"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
546	"Kehoe T.J., Rossbach J., Ruhl K.J."	"(Kehoe et al., 2015)"	"Using the new products margin to predict the industry-level impact of trade reform"	2015	"Journal of International Economics"	"10.1016/j.jinteco.2015.03.004"	"https://doi.org/10.1016/j.jinteco.2015.03.004"	"No"	"Yes"	"No"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
547	"Kuo C.-Y., Salci S., Jenkins G.P."	"(Kuo et al., 2015)"	"Measuring the foreign exchange premium and the premium for non-tradable outlays for 20 countries in Africa"	2015	"South African Journal of Economics"	"10.1111/saje.12068"	"https://doi.org/10.1111/saje.12068"	"No"	"Yes"	"Ambiguous"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
548	"Tasoff J., Mee M.T., Wang H.H."	"(Tasoff et al., 2015)"	"An economic framework of microbial trade"	2015	"PLoS ONE"	"10.1371/journal.pone.0132907"	"https://doi.org/10.1371/journal.pone.0132907"	"No"	"Yes"	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
549	"Xu S.-W., Li G.-Q., Li Z.-M."	"(Xu et al., 2015)"	"China agricultural outlook for 2015-2024 based on China Agricultural Monitoring and Early-warning System (CAMES)"	2015	"Journal of Integrative Agriculture"	"10.1016/S2095-3119(15)61149-2"	"https://doi.org/10.1016/S2095-3119(15)61149-2"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
